time,speed,steering_angle
21.749838,1.0,0.44374993443489075
21.774837,1.0,0.4162609875202179
21.799839,1.0,0.41233402490615845
21.824841,1.0,0.3848450779914856
21.849843,1.0,0.3495021462440491
21.874840,1.0,0.32594022154808044
21.899841,1.0,0.30237826704978943
21.924842,1.0,0.28274330496788025
21.949840,1.0,0.28274330496788025
21.974842,1.0,0.24347341060638428
21.999837,1.0,0.2238384485244751
22.024837,1.0,0.19634951651096344
22.049838,1.0,0.1806415617465973
22.074852,1.0,0.14529862999916077
22.099840,1.0,0.1374446600675583
22.124838,1.0,0.1060287281870842
22.149837,1.0,0.09032076597213745
22.174836,1.0,0.07853979617357254
22.199872,1.0,0.09424775838851929
22.224852,1.0,0.0746128037571907
22.249846,1.0,0.09817475080490112
22.274846,1.0,0.11388271301984787
22.299840,1.0,0.1178097054362297
22.324840,1.0,0.14529862999916077
22.349837,1.0,0.14529862999916077
22.374840,1.0,0.12566368281841278
22.399837,1.0,0.15315261483192444
22.424835,1.0,0.14137165248394012
22.449841,1.0,0.12959067523479462
22.474843,1.0,0.12959067523479462
22.499834,1.0,0.11388271301984787
22.524839,1.0,0.1178097054362297
22.549837,1.0,0.1060287281870842
22.599841,1.0,0.09424775838851929
22.599841,1.0,0.09032076597213745
22.649836,1.0,0.08246678113937378
22.674840,1.0,0.07853979617357254
22.699837,1.0,0.0628318339586258
22.724840,1.0,0.08639377355575562
22.749839,1.0,0.08246678113937378
22.774839,1.0,0.06675881892442703
22.799841,1.0,0.06675881892442703
22.824846,1.0,0.0746128037571907
22.849838,1.0,0.09424775838851929
22.874823,1.0,0.07853979617357254
22.899832,1.0,0.09817475080490112
22.924839,1.0,0.10995572060346603
22.949831,1.0,0.10995572060346603
